2019/1/17 星期四 13:56:20	正在初始化...已完成
2019/1/17 星期四 17:54:04	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:54:04	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:54:04	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:57:23	开始预订G1036次列车车票...

2019/1/17 星期四 17:57:23	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:57:23	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:57:23	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:57:23	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:57:23	[任务5]快速出票安全期,等待1800ms

2019/1/17 星期四 17:57:25	[提交成功]等待处理,本次用时:2.48秒

2019/1/17 星期四 17:57:27	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:57:27	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:57:27	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:58:41	开始预订G1036次列车车票...

2019/1/17 星期四 17:58:41	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:58:41	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:58:42	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:58:42	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:58:42	[任务5]快速出票安全期,等待3876ms

2019/1/17 星期四 17:58:46	[提交成功]等待处理,本次用时:4.53秒

2019/1/17 星期四 17:58:48	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:58:48	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:58:48	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:00:18	开始预订G1036次列车车票...

2019/1/17 星期四 18:00:18	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:00:18	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:00:18	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 18:00:18	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:00:19	[任务5]快速出票安全期,等待3331ms

2019/1/17 星期四 18:00:22	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:00:22	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 18:00:22	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:01:34	开始预订G1036次列车车票...

2019/1/17 星期四 18:01:34	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:01:34	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:01:34	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 18:01:34	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:01:34	[任务5]快速出票安全期,等待2344ms

2019/1/17 星期四 18:01:37	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:01:37	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 18:01:37	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:21:31	开始预订G1002次列车车票...

2019/1/17 星期四 18:21:31	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:21:31	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:21:32	[任务2]实时余票为(13)张,继续提交...

2019/1/17 星期四 18:21:32	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:21:32	[任务5]快速出票安全期,等待3199ms

2019/1/17 星期四 18:21:35	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:21:35	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 18:21:35	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:23:14	开始预订G1002次列车车票...

2019/1/17 星期四 18:23:14	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:23:14	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:23:14	[任务2]实时余票为(13)张,继续提交...

2019/1/17 星期四 18:23:14	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:23:14	[任务5]快速出票安全期,等待3254ms

2019/1/17 星期四 18:23:20	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:23:20	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 18:23:20	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:24:40	开始预订G1002次列车车票...

2019/1/17 星期四 18:24:40	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:24:40	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:24:41	[任务2]实时余票为(13)张,继续提交...

2019/1/17 星期四 18:24:41	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:24:41	[任务5]快速出票安全期,等待2865ms

2019/1/17 星期四 18:24:44	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:24:44	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 18:24:44	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:24:46	开始预订G1036次列车车票...

2019/1/17 星期四 18:24:46	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:24:46	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:24:46	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 18:24:46	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:24:46	[任务5]快速出票安全期,等待2671ms

2019/1/17 星期四 18:24:49	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:24:49	[返回无票]该数据为缓存,将G1036车次放入小黑屋900秒...

2019/1/17 星期四 18:24:49	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:27:03	开始预订G1002次列车车票...

2019/1/17 星期四 18:27:03	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:27:03	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:27:03	[任务2]实时余票为(13)张,继续提交...

2019/1/17 星期四 18:27:03	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:27:03	[任务5]快速出票安全期,等待2764ms

2019/1/17 星期四 18:27:06	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:27:06	[返回无票]该数据为缓存,将G1002车次放入小黑屋120秒...

2019/1/17 星期四 18:27:06	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 18:29:42	开始预订G1002次列车车票...

2019/1/17 星期四 18:29:42	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 18:29:42	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 18:29:42	[任务2]实时余票为(13)张,继续提交...

2019/1/17 星期四 18:29:42	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 18:29:42	[任务5]快速出票安全期,等待2855ms

2019/1/17 星期四 18:29:45	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 18:29:45	[返回无票]该数据为缓存,将G1002车次放入小黑屋180秒...

2019/1/17 星期四 18:29:45	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:16:28	开始预订G1036次列车车票...

2019/1/17 星期四 19:16:28	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:16:28	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:16:28	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 19:16:28	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 19:16:28	[任务5]快速出票安全期,等待2425ms

2019/1/17 星期四 19:16:31	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 19:16:31	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 19:16:31	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:16:45	开始预订G1006次列车车票...

2019/1/17 星期四 19:16:45	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:16:45	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:16:45	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:16:45	[返回无票]该数据为缓存,将G1006车次放入小黑屋60秒...

2019/1/17 星期四 19:16:45	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:18:54	开始预订G1036次列车车票...

2019/1/17 星期四 19:18:54	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:18:54	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:18:54	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 19:18:54	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 19:18:54	[任务5]快速出票安全期,等待2210ms

2019/1/17 星期四 19:18:57	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 19:18:57	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 19:18:57	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:19:05	开始预订G1006次列车车票...

2019/1/17 星期四 19:19:05	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:19:05	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:19:05	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:19:05	[返回无票]该数据为缓存,将G1006车次放入小黑屋60秒...

2019/1/17 星期四 19:19:05	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:19:18	开始预订G1020次列车车票...

2019/1/17 星期四 19:19:18	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:19:18	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:19:19	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 19:19:19	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 19:19:19	[任务5]快速出票安全期,等待3576ms

2019/1/17 星期四 19:19:23	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 19:19:23	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/17 星期四 19:19:23	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:20:41	开始预订G1020次列车车票...

2019/1/17 星期四 19:20:41	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:20:41	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:20:42	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:20:42	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/17 星期四 19:20:42	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:20:46	开始预订G1036次列车车票...

2019/1/17 星期四 19:20:46	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:20:46	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:20:47	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 19:20:47	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 19:20:47	[任务5]快速出票安全期,等待2626ms

2019/1/17 星期四 19:20:50	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 19:20:50	[返回无票]该数据为缓存,将G1036车次放入小黑屋1080秒...

2019/1/17 星期四 19:20:50	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:20:57	开始预订G1006次列车车票...

2019/1/17 星期四 19:20:57	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:20:57	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:20:57	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:20:57	[返回无票]该数据为缓存,将G1006车次放入小黑屋60秒...

2019/1/17 星期四 19:20:57	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:22:14	开始预订G1020次列车车票...

2019/1/17 星期四 19:22:14	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:22:14	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:22:14	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:22:14	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/17 星期四 19:22:14	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:23:19	开始预订G1006次列车车票...

2019/1/17 星期四 19:23:19	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:23:19	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:23:19	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:23:19	[返回无票]该数据为缓存,将G1006车次放入小黑屋120秒...

2019/1/17 星期四 19:23:19	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:26:00	开始预订G1020次列车车票...

2019/1/17 星期四 19:26:00	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:26:00	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:26:03	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:26:03	[返回无票]该数据为缓存,将G1020车次放入小黑屋120秒...

2019/1/17 星期四 19:26:03	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:51:00	开始预订G1022次列车车票...

2019/1/17 星期四 19:51:00	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:51:00	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:51:01	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:51:01	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/17 星期四 19:51:02	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:52:57	开始预订G1022次列车车票...

2019/1/17 星期四 19:52:57	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:52:57	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:52:57	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:52:57	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/17 星期四 19:52:57	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:54:24	开始预订G1022次列车车票...

2019/1/17 星期四 19:54:24	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:54:24	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:54:24	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:54:25	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/17 星期四 19:54:25	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 19:56:15	开始预订G1022次列车车票...

2019/1/17 星期四 19:56:15	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 19:56:15	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 19:56:15	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 19:56:15	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/17 星期四 19:56:15	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 20:26:00	开始预订G1006次列车车票...

2019/1/17 星期四 20:26:00	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 20:26:00	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 20:26:01	[任务2]实时余票为(2)张,继续提交...

2019/1/17 星期四 20:26:02	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 20:26:02	[任务5]快速出票安全期,等待2630ms

2019/1/17 星期四 20:26:04	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 20:26:04	[返回无票]该数据为缓存,将G1006车次放入小黑屋60秒...

2019/1/17 星期四 20:26:05	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 20:26:41	开始预订G1018次列车车票...

2019/1/17 星期四 20:26:41	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 20:26:41	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 20:26:41	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 20:26:41	[返回无票]该数据为缓存,将G1018车次放入小黑屋180秒...

2019/1/17 星期四 20:26:41	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 20:27:11	开始预订G1006次列车车票...

2019/1/17 星期四 20:27:11	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 20:27:11	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 20:27:11	[任务2]实时余票为(2)张,继续提交...

2019/1/17 星期四 20:27:11	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 20:27:11	[任务5]快速出票安全期,等待3203ms

2019/1/17 星期四 20:27:19	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 20:27:19	[返回无票]该数据为缓存,将G1006车次放入小黑屋240秒...

2019/1/17 星期四 20:27:19	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 20:27:28	开始预订G1022次列车车票...

2019/1/17 星期四 20:27:28	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 20:27:28	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 20:27:37	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 20:27:37	[返回无票]该数据为缓存,将G1022车次放入小黑屋180秒...

2019/1/17 星期四 20:27:37	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

