2019/1/18 星期五 11:35:46	正在初始化...已完成
2019/1/18 星期五 15:55:27	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 15:58:25	该用户已在其他地点登录或被踢出，正在重新登录...

2019/1/18 星期五 15:58:45	开始预订G1002次列车车票...

2019/1/18 星期五 15:58:45	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 15:58:45	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:09:13	[自动登录]登录成功

2019/1/18 星期五 16:09:13	[普通]线程启动完成,开始解析算法...

2019/1/18 星期五 16:09:13	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:09:14	[任务2]12306:车票信息已过期,请重新查询最新车票信息

2019/1/18 星期五 16:09:14	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:17:05	开始预订G1022次列车车票...

2019/1/18 星期五 16:17:05	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:17:05	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:17:07	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:17:07	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 16:17:07	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:18:18	开始预订G1022次列车车票...

2019/1/18 星期五 16:18:18	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:18:18	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:18:19	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:18:20	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 16:18:20	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:19:42	开始预订G1022次列车车票...

2019/1/18 星期五 16:19:42	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:19:42	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:19:43	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:19:43	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 16:19:43	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:21:28	开始预订G1020次列车车票...

2019/1/18 星期五 16:21:28	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:21:28	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:21:29	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:21:29	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/18 星期五 16:21:30	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:23:01	开始预订G1020次列车车票...

2019/1/18 星期五 16:23:01	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:23:01	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:23:02	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:23:02	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/18 星期五 16:23:02	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:23:12	开始预订G1022次列车车票...

2019/1/18 星期五 16:23:12	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:23:12	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:23:14	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:23:14	[返回无票]该数据为缓存,将G1022车次放入小黑屋120秒...

2019/1/18 星期五 16:23:14	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:26:20	开始预订G1020次列车车票...

2019/1/18 星期五 16:26:20	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:26:20	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:26:20	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:26:20	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/18 星期五 16:26:20	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:27:46	开始预订G1020次列车车票...

2019/1/18 星期五 16:27:46	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:27:46	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:27:56	[任务1]系统无响应...

2019/1/18 星期五 16:27:56	[普通]线程启动完成,开始解析算法...

2019/1/18 星期五 16:27:56	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:27:57	[任务2]申请订单成功,开始获取令牌...

2019/1/18 星期五 16:27:58	[任务3]令牌获取完成,开始效验订单...

2019/1/18 星期五 16:27:59	[任务4]目前排队人数已经超过余票张数

2019/1/18 星期五 16:27:59	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/18 星期五 16:27:59	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:29:51	链接12306服务器速度:205毫秒[优]

2019/1/18 星期五 16:31:50	链接12306服务器速度:244毫秒[优]

2019/1/18 星期五 16:55:19	开始预订G76次列车车票...

2019/1/18 星期五 16:55:19	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:55:19	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:55:23	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:55:23	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/18 星期五 16:55:23	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:56:37	开始预订G76次列车车票...

2019/1/18 星期五 16:56:37	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:56:37	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:56:37	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:56:38	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/18 星期五 16:56:38	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:57:11	开始预订G72次列车车票...

2019/1/18 星期五 16:57:11	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:57:11	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:57:13	[任务2]实时余票为(1)张,继续提交...

2019/1/18 星期五 16:57:13	[任务4]当前无需验证码,开始提交订单...

2019/1/18 星期五 16:57:13	[任务5]快速出票安全期,等待1163ms

2019/1/18 星期五 16:57:15	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/18 星期五 16:57:15	[返回无票]该数据为缓存,将G72车次放入小黑屋60秒...

2019/1/18 星期五 16:57:15	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 16:58:41	开始预订G72次列车车票...

2019/1/18 星期五 16:58:42	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 16:58:42	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 16:58:42	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 16:58:42	[返回无票]该数据为缓存,将G72车次放入小黑屋60秒...

2019/1/18 星期五 16:58:42	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 17:01:05	开始预订G72次列车车票...

2019/1/18 星期五 17:01:05	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 17:01:05	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 17:01:06	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 17:01:06	[返回无票]该数据为缓存,将G72车次放入小黑屋60秒...

2019/1/18 星期五 17:01:06	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 17:03:29	开始预订G72次列车车票...

2019/1/18 星期五 17:03:29	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 17:03:29	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 17:03:30	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 17:03:30	[返回无票]该数据为缓存,将G72车次放入小黑屋60秒...

2019/1/18 星期五 17:03:30	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 18:34:07	开始预订G822次列车车票...

2019/1/18 星期五 18:34:07	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 18:34:07	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 18:34:07	[任务4]当前无需验证码,开始提交订单...

2019/1/18 星期五 18:34:07	[任务5]快速出票安全期,等待2665ms

2019/1/18 星期五 18:34:10	[任务5]余票不足！

2019/1/18 星期五 18:34:10	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/18 星期五 18:34:10	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 18:35:29	开始预订G822次列车车票...

2019/1/18 星期五 18:35:29	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 18:35:29	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 18:35:29	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 18:35:29	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/18 星期五 18:35:29	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 18:37:23	开始预订G822次列车车票...

2019/1/18 星期五 18:37:23	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 18:37:23	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 18:37:24	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 18:37:24	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/18 星期五 18:37:24	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 18:41:31	开始预订G822次列车车票...

2019/1/18 星期五 18:41:31	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 18:41:31	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 18:41:33	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 18:41:33	[返回无票]该数据为缓存,将G822车次放入小黑屋60秒...

2019/1/18 星期五 18:41:33	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 18:56:31	开始预订G1014次列车车票...

2019/1/18 星期五 18:56:31	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 18:56:31	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 18:56:32	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 18:56:32	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/18 星期五 18:56:32	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:04:29	开始预订G1014次列车车票...

2019/1/18 星期五 19:04:29	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:04:29	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:04:30	[任务4]当前无需验证码,开始提交订单...

2019/1/18 星期五 19:04:30	[任务5]快速出票安全期,等待3003ms

2019/1/18 星期五 19:04:34	[任务5]余票不足！

2019/1/18 星期五 19:04:34	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/18 星期五 19:04:34	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:08:41	开始预订G1014次列车车票...

2019/1/18 星期五 19:08:41	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:08:41	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:08:42	[任务2]实时余票为(1)张,继续提交...

2019/1/18 星期五 19:08:42	[任务4]当前无需验证码,开始提交订单...

2019/1/18 星期五 19:08:42	[任务5]快速出票安全期,等待2989ms

2019/1/18 星期五 19:08:45	[提交成功]等待处理,本次用时:4.60秒

2019/1/18 星期五 19:08:47	[获取结果]12306:没有足够的票!

2019/1/18 星期五 19:08:47	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/18 星期五 19:08:47	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:10:04	开始预订G1014次列车车票...

2019/1/18 星期五 19:10:04	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:10:04	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:10:06	[任务2]实时余票为(1)张,继续提交...

2019/1/18 星期五 19:10:06	[任务4]当前无需验证码,开始提交订单...

2019/1/18 星期五 19:10:06	[任务5]快速出票安全期,等待3528ms

2019/1/18 星期五 19:10:10	[提交成功]等待处理,本次用时:5.78秒

2019/1/18 星期五 19:10:11	[获取结果]12306:没有足够的票!

2019/1/18 星期五 19:10:11	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/18 星期五 19:10:11	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:12:40	开始预订G1014次列车车票...

2019/1/18 星期五 19:12:40	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:12:40	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:12:40	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:12:40	[返回无票]该数据为缓存,将G1014车次放入小黑屋60秒...

2019/1/18 星期五 19:12:40	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:12:55	开始预订G1028次列车车票...

2019/1/18 星期五 19:12:55	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:12:55	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:12:56	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:12:56	[返回无票]该数据为缓存,将G1028车次放入小黑屋60秒...

2019/1/18 星期五 19:12:56	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:14:17	开始预订G1028次列车车票...

2019/1/18 星期五 19:14:17	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:14:17	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:14:17	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:14:17	[返回无票]该数据为缓存,将G1028车次放入小黑屋60秒...

2019/1/18 星期五 19:14:17	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:14:34	开始预订G1014次列车车票...

2019/1/18 星期五 19:14:34	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:14:34	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:14:36	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:14:36	[返回无票]该数据为缓存,将G1014车次放入小黑屋240秒...

2019/1/18 星期五 19:14:36	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:16:01	开始预订G1028次列车车票...

2019/1/18 星期五 19:16:01	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:16:01	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:16:01	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:16:01	[返回无票]该数据为缓存,将G1028车次放入小黑屋60秒...

2019/1/18 星期五 19:16:01	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:20:10	开始预订G1028次列车车票...

2019/1/18 星期五 19:20:10	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:20:10	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:20:11	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:20:11	[返回无票]该数据为缓存,将G1028车次放入小黑屋60秒...

2019/1/18 星期五 19:20:11	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:22:01	开始预订G1028次列车车票...

2019/1/18 星期五 19:22:01	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:22:01	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:22:02	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:22:02	[返回无票]该数据为缓存,将G1028车次放入小黑屋60秒...

2019/1/18 星期五 19:22:02	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:22:06	开始预订G1022次列车车票...

2019/1/18 星期五 19:22:06	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:22:06	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:22:07	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:22:07	[返回无票]该数据为缓存,将G1022车次放入小黑屋180秒...

2019/1/18 星期五 19:22:07	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:25:50	开始预订G1022次列车车票...

2019/1/18 星期五 19:25:50	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:25:50	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:25:52	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:25:52	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 19:25:52	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:27:44	开始预订G1022次列车车票...

2019/1/18 星期五 19:27:44	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:27:44	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:27:44	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:27:44	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 19:27:44	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:28:45	开始预订G1022次列车车票...

2019/1/18 星期五 19:28:45	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:28:45	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:28:45	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:28:45	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 19:28:45	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:29:52	开始预订G1022次列车车票...

2019/1/18 星期五 19:29:52	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:29:52	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:29:53	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:29:53	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 19:29:53	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 19:31:11	开始预订G1022次列车车票...

2019/1/18 星期五 19:31:11	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 19:31:11	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 19:31:11	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 19:31:11	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/18 星期五 19:31:12	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:16:18	开始预订G1002次列车车票...

2019/1/18 星期五 21:16:18	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:16:18	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:16:19	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:16:20	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/18 星期五 21:16:20	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:17:48	开始预订G1002次列车车票...

2019/1/18 星期五 21:17:48	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:17:48	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:17:49	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:17:49	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/18 星期五 21:17:49	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:19:02	开始预订G1002次列车车票...

2019/1/18 星期五 21:19:02	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:19:02	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:19:02	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:19:02	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/18 星期五 21:19:02	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:33:35	开始预订G76次列车车票...

2019/1/18 星期五 21:33:35	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:33:35	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:33:36	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:33:36	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/18 星期五 21:33:36	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:35:02	开始预订G76次列车车票...

2019/1/18 星期五 21:35:02	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:35:02	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:35:03	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:35:03	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/18 星期五 21:35:03	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:38:26	开始预订G76次列车车票...

2019/1/18 星期五 21:38:26	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:38:26	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:38:26	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:38:26	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/18 星期五 21:38:27	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

2019/1/18 星期五 21:40:18	开始预订G76次列车车票...

2019/1/18 星期五 21:40:18	[极速]线程启动完成,开始解析算法...

2019/1/18 星期五 21:40:18	[任务1]算法解析完成,开始申请订单...

2019/1/18 星期五 21:40:18	[任务2]目前排队人数已经超过余票张数

2019/1/18 星期五 21:40:18	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/18 星期五 21:40:18	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03车次，间隔：默认

