2019/1/20 星期日 12:34:07	正在初始化...已完成

2019/1/20 星期日 17:34:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:34:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:34:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:34:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:35:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:36:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:36:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:36:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:36:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:36:07	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:09	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:11	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:36:14	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:16	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:18	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:20	[获取结果]12306无响应,自动重试

2019/1/20 星期日 17:36:20	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/20 星期日 17:49:11	开始预订G1002次列车车票...

2019/1/20 星期日 17:49:11	[极速]线程启动完成,开始解析算法...

2019/1/20 星期日 17:49:11	[任务1]算法解析完成,开始申请订单...

2019/1/20 星期日 17:49:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:49:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:50:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:51:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:52:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:53:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:54:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:55:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:03	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:56:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 17:57:07	[12306]服务器处理中，正在排队，请耐心等待...

